Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
PQC,8192,7750,17681,9786,5472,QUANTUM_SAFE
RSA,2048,172359,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4030,11901,9547,5468,QUANTUM_SAFE
RSA,2048,29390,38,1028,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6340,15514,4576,5473,QUANTUM_SAFE
RSA,2048,207561,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7829,4703,7296,5468,QUANTUM_SAFE
RSA,2048,82380,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3615,15223,6704,5473,QUANTUM_SAFE
RSA,2048,86817,42,1121,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6446,12266,9605,5469,QUANTUM_SAFE
RSA,2048,90043,48,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2328,7970,9228,5472,QUANTUM_SAFE
RSA,2048,48026,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3727,4925,9013,5469,QUANTUM_SAFE
RSA,2048,112600,47,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2712,15978,7730,5475,QUANTUM_SAFE
RSA,2048,187086,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5815,5141,9886,5471,QUANTUM_SAFE
RSA,2048,41912,45,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5296,11624,7544,5471,QUANTUM_SAFE
RSA,2048,33145,37,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6749,4361,4222,5471,QUANTUM_SAFE
RSA,2048,30329,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1676,14334,9350,5475,QUANTUM_SAFE
RSA,2048,290448,49,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2444,5901,6074,5468,QUANTUM_SAFE
RSA,2048,111280,37,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7690,5560,9415,5469,QUANTUM_SAFE
RSA,2048,76373,39,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6019,9523,8385,5470,QUANTUM_SAFE
RSA,2048,140151,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4273,13374,5589,5475,QUANTUM_SAFE
RSA,2048,127417,44,1116,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7567,16350,5589,5475,QUANTUM_SAFE
RSA,2048,114470,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1247,17337,7629,5472,QUANTUM_SAFE
RSA,2048,90036,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3668,9684,7451,5471,QUANTUM_SAFE
RSA,2048,58807,43,1198,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4758,16387,8799,5475,QUANTUM_SAFE
RSA,2048,130624,39,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1861,15433,8943,5471,QUANTUM_SAFE
RSA,2048,52159,45,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6962,13861,5172,5471,QUANTUM_SAFE
RSA,2048,53485,37,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1657,8611,9053,5471,QUANTUM_SAFE
RSA,2048,29211,45,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1734,14020,7088,5472,QUANTUM_SAFE
RSA,2048,53629,40,1060,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7128,11203,6244,5470,QUANTUM_SAFE
RSA,2048,47883,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1402,17065,9078,5474,QUANTUM_SAFE
RSA,2048,123194,45,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6434,12344,4805,5470,QUANTUM_SAFE
RSA,2048,47204,37,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1531,11010,8833,5471,QUANTUM_SAFE
RSA,2048,177394,47,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4158,11159,5341,5471,QUANTUM_SAFE
RSA,2048,34683,37,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1619,17401,6348,5471,QUANTUM_SAFE
RSA,2048,156815,56,1097,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4181,4105,6318,5475,QUANTUM_SAFE
RSA,2048,52253,37,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6860,9028,6890,5474,QUANTUM_SAFE
RSA,2048,52344,37,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4507,7924,7203,5469,QUANTUM_SAFE
RSA,2048,86732,40,1014,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5690,14587,5339,5470,QUANTUM_SAFE
RSA,2048,62656,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6039,16403,6062,5470,QUANTUM_SAFE
RSA,2048,52370,41,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2248,5056,5121,5475,QUANTUM_SAFE
RSA,2048,25124,43,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7010,5451,8604,5471,QUANTUM_SAFE
RSA,2048,71465,37,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3226,8984,6689,5474,QUANTUM_SAFE
RSA,2048,88295,45,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3813,15737,7329,5474,QUANTUM_SAFE
RSA,2048,64683,40,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6619,16717,5173,5472,QUANTUM_SAFE
RSA,2048,84587,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1795,13622,9303,5471,QUANTUM_SAFE
RSA,2048,28989,37,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1236,7802,8142,5471,QUANTUM_SAFE
RSA,2048,77350,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3061,8677,8285,5474,QUANTUM_SAFE
RSA,2048,190534,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5619,16913,6009,5473,QUANTUM_SAFE
RSA,2048,74263,47,986,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7197,12771,7612,5471,QUANTUM_SAFE
RSA,2048,146300,38,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7398,15357,4100,5472,QUANTUM_SAFE
RSA,2048,153932,41,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1235,15544,8464,5471,QUANTUM_SAFE
RSA,2048,27268,43,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3657,16367,6298,5471,QUANTUM_SAFE
RSA,2048,219365,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6673,13158,7003,5469,QUANTUM_SAFE
RSA,2048,81870,41,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6063,13815,6462,5468,QUANTUM_SAFE
RSA,2048,152684,42,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4293,10741,8828,5471,QUANTUM_SAFE
RSA,2048,123286,45,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3481,8114,4629,5471,QUANTUM_SAFE
RSA,2048,53469,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1135,12293,9753,5470,QUANTUM_SAFE
RSA,2048,81743,42,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7179,13296,6693,5471,QUANTUM_SAFE
RSA,2048,44748,45,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1706,12488,5720,5472,QUANTUM_SAFE
RSA,2048,38408,45,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7585,7991,6619,5469,QUANTUM_SAFE
RSA,2048,43650,47,1045,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5106,4833,4909,5474,QUANTUM_SAFE
RSA,2048,67834,46,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2282,17864,5211,5473,QUANTUM_SAFE
RSA,2048,71798,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7949,12796,7374,5468,QUANTUM_SAFE
RSA,2048,57040,47,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1335,10202,4033,5471,QUANTUM_SAFE
RSA,2048,55961,37,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5567,13518,9141,5471,QUANTUM_SAFE
RSA,2048,83899,38,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2556,4217,4404,5468,QUANTUM_SAFE
RSA,2048,118571,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7837,7549,6946,5475,QUANTUM_SAFE
RSA,2048,74239,41,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3721,8888,8115,5472,QUANTUM_SAFE
RSA,2048,140618,42,1023,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1884,5230,8960,5473,QUANTUM_SAFE
RSA,2048,21577,38,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2661,13451,4409,5473,QUANTUM_SAFE
RSA,2048,170485,37,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4427,14144,5810,5473,QUANTUM_SAFE
RSA,2048,152673,45,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7053,17744,7366,5475,QUANTUM_SAFE
RSA,2048,65110,45,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6638,8980,6321,5472,QUANTUM_SAFE
RSA,2048,89630,45,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1720,8756,5497,5472,QUANTUM_SAFE
RSA,2048,107687,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6595,13137,8589,5470,QUANTUM_SAFE
RSA,2048,78996,46,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6771,13665,8467,5475,QUANTUM_SAFE
RSA,2048,245855,42,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5179,6108,9637,5469,QUANTUM_SAFE
RSA,2048,109738,45,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1553,16159,9270,5471,QUANTUM_SAFE
RSA,2048,95043,39,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1086,17580,4056,5468,QUANTUM_SAFE
RSA,2048,32990,47,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5650,16121,7084,5472,QUANTUM_SAFE
RSA,2048,147965,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3909,6811,5659,5471,QUANTUM_SAFE
RSA,2048,134905,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1387,7061,5496,5468,QUANTUM_SAFE
RSA,2048,48589,38,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1068,16499,9125,5470,QUANTUM_SAFE
RSA,2048,80492,42,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6645,8131,4501,5470,QUANTUM_SAFE
RSA,2048,82554,45,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7112,5991,4994,5472,QUANTUM_SAFE
RSA,2048,120601,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2461,17458,6189,5473,QUANTUM_SAFE
RSA,2048,83702,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1504,15192,8925,5472,QUANTUM_SAFE
RSA,2048,60483,38,998,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1888,15158,8804,5469,QUANTUM_SAFE
RSA,2048,112561,40,1023,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4550,16031,7463,5469,QUANTUM_SAFE
RSA,2048,111847,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4590,11104,4917,5475,QUANTUM_SAFE
RSA,2048,57554,44,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5401,15913,5237,5472,QUANTUM_SAFE
RSA,2048,47708,42,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7218,9382,8165,5470,QUANTUM_SAFE
RSA,2048,235070,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4464,16632,6690,5473,QUANTUM_SAFE
RSA,2048,86997,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5270,11797,4870,5472,QUANTUM_SAFE
RSA,2048,37372,43,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2540,7460,4990,5475,QUANTUM_SAFE
RSA,2048,146846,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5049,16266,4181,5474,QUANTUM_SAFE
RSA,2048,111969,46,1017,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4687,7915,7935,5471,QUANTUM_SAFE
RSA,2048,168295,45,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4650,13063,5427,5470,QUANTUM_SAFE
RSA,2048,58307,47,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3667,5495,9057,5468,QUANTUM_SAFE
RSA,2048,124546,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6829,12623,5778,5470,QUANTUM_SAFE
RSA,2048,156331,37,957,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6020,7526,6560,5469,QUANTUM_SAFE
RSA,2048,77132,45,1155,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5903,10959,9681,5475,QUANTUM_SAFE
RSA,2048,121733,44,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6133,16375,5943,5472,QUANTUM_SAFE
RSA,2048,98017,45,996,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6275,14245,4518,5472,QUANTUM_SAFE
RSA,2048,57237,38,2330,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1828,14905,6860,5475,QUANTUM_SAFE
RSA,2048,55458,45,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1997,14876,9559,5471,QUANTUM_SAFE
RSA,2048,55401,45,1063,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2104,14438,9511,5468,QUANTUM_SAFE
RSA,2048,96982,39,1021,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3622,10200,9444,5473,QUANTUM_SAFE
RSA,2048,57795,38,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6830,14129,8578,5473,QUANTUM_SAFE
RSA,2048,70476,42,1028,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6918,14904,6382,5474,QUANTUM_SAFE
RSA,2048,54012,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1129,13651,7105,5471,QUANTUM_SAFE
RSA,2048,53746,47,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7211,5905,5489,5472,QUANTUM_SAFE
RSA,2048,146401,39,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6470,6112,9008,5474,QUANTUM_SAFE
RSA,2048,40610,37,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1058,6404,8916,5475,QUANTUM_SAFE
RSA,2048,137383,38,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6527,14985,6929,5475,QUANTUM_SAFE
RSA,2048,62949,39,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1138,11087,4742,5469,QUANTUM_SAFE
RSA,2048,79845,46,1058,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4766,7130,8450,5469,QUANTUM_SAFE
RSA,2048,51795,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2061,12281,4780,5472,QUANTUM_SAFE
RSA,2048,47562,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4102,5742,8591,5475,QUANTUM_SAFE
RSA,2048,37538,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7844,12329,8303,5471,QUANTUM_SAFE
RSA,2048,46656,45,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7192,16645,6820,5474,QUANTUM_SAFE
RSA,2048,119376,47,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1117,11996,7340,5471,QUANTUM_SAFE
RSA,2048,133974,38,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5263,15713,8300,5472,QUANTUM_SAFE
RSA,2048,55987,40,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4699,13291,4587,5475,QUANTUM_SAFE
RSA,2048,30066,41,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7034,14446,9837,5470,QUANTUM_SAFE
RSA,2048,201798,44,952,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1365,13924,7240,5474,QUANTUM_SAFE
RSA,2048,153855,44,995,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5252,14165,5236,5468,QUANTUM_SAFE
RSA,2048,110206,45,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2999,13283,5447,5472,QUANTUM_SAFE
RSA,2048,149166,45,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7027,11503,7326,5474,QUANTUM_SAFE
RSA,2048,39215,39,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7320,6524,5557,5472,QUANTUM_SAFE
RSA,2048,53642,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2365,9679,9173,5472,QUANTUM_SAFE
RSA,2048,296028,42,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3416,6983,6036,5471,QUANTUM_SAFE
RSA,2048,98109,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5995,7294,8331,5471,QUANTUM_SAFE
RSA,2048,51452,46,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3745,9004,9387,5471,QUANTUM_SAFE
RSA,2048,69192,44,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6343,16492,7424,5468,QUANTUM_SAFE
RSA,2048,62729,49,988,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1165,17932,9145,5472,QUANTUM_SAFE
RSA,2048,76961,47,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7064,15676,4127,5469,QUANTUM_SAFE
RSA,2048,66542,42,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5462,9083,6159,5471,QUANTUM_SAFE
RSA,2048,176154,52,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1600,7627,9658,5473,QUANTUM_SAFE
RSA,2048,65684,46,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6764,16308,8093,5472,QUANTUM_SAFE
RSA,2048,36366,160,997,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6030,14353,9925,5469,QUANTUM_SAFE
RSA,2048,39054,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4586,13237,8698,5472,QUANTUM_SAFE
RSA,2048,71340,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6472,13510,4836,5469,QUANTUM_SAFE
RSA,2048,62823,44,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4816,14945,4119,5469,QUANTUM_SAFE
RSA,2048,77312,37,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1088,17676,7838,5475,QUANTUM_SAFE
RSA,2048,47622,41,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1993,11193,8156,5469,QUANTUM_SAFE
RSA,2048,100885,38,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1197,12782,6994,5469,QUANTUM_SAFE
RSA,2048,99809,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7747,15742,5287,5473,QUANTUM_SAFE
RSA,2048,48696,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5163,6253,9994,5470,QUANTUM_SAFE
RSA,2048,170800,43,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6135,10731,5049,5474,QUANTUM_SAFE
RSA,2048,79296,45,953,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2232,12277,5637,5468,QUANTUM_SAFE
RSA,2048,95141,45,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3093,7512,9004,5475,QUANTUM_SAFE
RSA,2048,42316,45,950,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6696,11609,6907,5471,QUANTUM_SAFE
RSA,2048,63431,44,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4066,14710,8046,5471,QUANTUM_SAFE
RSA,2048,64480,46,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3490,17323,4704,5468,QUANTUM_SAFE
RSA,2048,84185,45,950,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5014,11717,5281,5473,QUANTUM_SAFE
RSA,2048,42792,53,1039,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4264,10348,9437,5474,QUANTUM_SAFE
RSA,2048,184811,45,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5860,15366,4539,5471,QUANTUM_SAFE
RSA,2048,98868,40,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2392,10961,7975,5470,QUANTUM_SAFE
RSA,2048,81613,44,954,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3662,12690,7144,5471,QUANTUM_SAFE
RSA,2048,48632,37,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4083,9120,6527,5472,QUANTUM_SAFE
RSA,2048,34509,45,1028,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2470,10834,8978,5475,QUANTUM_SAFE
RSA,2048,73778,44,948,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7490,5090,5888,5470,QUANTUM_SAFE
RSA,2048,50646,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6542,13143,8151,5474,QUANTUM_SAFE
RSA,2048,61825,42,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1572,15570,9144,5474,QUANTUM_SAFE
RSA,2048,69019,49,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5172,9316,4843,5474,QUANTUM_SAFE
RSA,2048,123254,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1867,17168,6725,5470,QUANTUM_SAFE
RSA,2048,100735,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2769,11234,8627,5471,QUANTUM_SAFE
RSA,2048,69805,45,1654,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6488,9378,6706,5474,QUANTUM_SAFE
RSA,2048,148815,46,1013,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5725,13122,9668,5470,QUANTUM_SAFE
RSA,2048,67859,42,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3247,9355,6138,5469,QUANTUM_SAFE
RSA,2048,91470,55,1307,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6927,9377,7487,5469,QUANTUM_SAFE
RSA,2048,135353,43,1115,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7062,13015,7624,5469,QUANTUM_SAFE
RSA,2048,135312,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2054,6903,5113,5468,QUANTUM_SAFE
RSA,2048,39505,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6561,5649,4539,5475,QUANTUM_SAFE
RSA,2048,91647,44,961,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2919,5645,8435,5470,QUANTUM_SAFE
RSA,2048,75276,47,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4184,15409,6902,5470,QUANTUM_SAFE
RSA,2048,130653,37,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7875,14781,8047,5474,QUANTUM_SAFE
RSA,2048,119751,45,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4730,4596,7549,5472,QUANTUM_SAFE
RSA,2048,82742,42,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1188,7720,8745,5473,QUANTUM_SAFE
RSA,2048,176055,45,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2971,7553,8004,5472,QUANTUM_SAFE
RSA,2048,90847,45,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6687,8284,7678,5474,QUANTUM_SAFE
RSA,2048,82447,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7151,9302,7334,5472,QUANTUM_SAFE
RSA,2048,42102,45,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5855,16248,8488,5468,QUANTUM_SAFE
RSA,2048,70158,45,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4835,14807,5547,5475,QUANTUM_SAFE
RSA,2048,95391,46,955,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4215,12544,8570,5473,QUANTUM_SAFE
RSA,2048,112656,45,956,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6353,14157,5931,5472,QUANTUM_SAFE
RSA,2048,47885,55,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2824,17215,5478,5472,QUANTUM_SAFE
RSA,2048,48064,39,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5301,17389,8220,5474,QUANTUM_SAFE
RSA,2048,67596,45,1031,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6845,5512,9567,5471,QUANTUM_SAFE
RSA,2048,122999,52,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3916,13344,9423,5474,QUANTUM_SAFE
RSA,2048,126678,45,1041,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6617,10939,6919,5471,QUANTUM_SAFE
RSA,2048,177561,42,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7125,4517,6694,5469,QUANTUM_SAFE
RSA,2048,44606,62,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4490,4543,9176,5469,QUANTUM_SAFE
RSA,2048,191465,47,996,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3936,14101,7032,5468,QUANTUM_SAFE
RSA,2048,286853,45,949,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4437,10295,9679,5469,QUANTUM_SAFE
RSA,2048,126299,45,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5312,5320,8099,5472,QUANTUM_SAFE
RSA,2048,29238,37,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4023,8666,7884,5469,QUANTUM_SAFE
RSA,2048,45677,44,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4776,17586,5140,5471,QUANTUM_SAFE
